ID,Segment_Label,Income,Age,Total_Spending,Total_Purchases,Average_Order_Value,Response_Probability,Top_Recommended_Category,Recommendation_Score,Personalized_AOV_Uplift_Proxy
232,Family-Oriented Regular Customers,61559.0,61,530,16,33.125,0.29438288738066964,Meat Products,101.15,5.057500000000001
8876,Budget Browsers,33629.0,63,152,8,19.0,0.6922795990949344,Meat Products,3.5,0.17500000000000002
4500,High-Value Loyalists,68682.0,35,1598,23,69.47826086956522,0.2339506184747922,Wines,32.25,1.6125
9739,Budget Browsers,34377.0,63,114,6,19.0,0.45541712097366227,Fruits,1.75,0.08750000000000001
10395,Budget Browsers,8940.0,40,101,7,14.428571428571429,0.6036891467932529,Wines,32.65,1.6325
1176,Budget Browsers,26228.0,53,25,3,8.333333333333334,0.13702071270276267,Wines,3.55,0.1775
1627,High-Value Loyalists,77297.0,69,789,21,37.57142857142857,0.5905251285663045,Meat Products,81.6,4.08
938,Budget Browsers,40211.0,45,87,5,17.4,0.607151460651094,Meat Products,11.649999999999999,0.5824999999999999
2740,Budget Browsers,33438.0,68,90,7,12.857142857142858,0.1962948659409725,No strong recommendation,0.0,0.0
257,Family-Oriented Regular Customers,75032.0,67,1215,18,67.5,0.07503189884818873,Wines,92.40000000000009,4.6200000000000045
4058,High-Value Loyalists,61284.0,71,811,21,38.61904761904762,0.7259505059571051,Wines,304.70000000000005,15.235000000000003
7736,Budget Browsers,22518.0,40,61,5,12.2,0.7687119014016617,Wines,20.7,1.035
8210,Family-Oriented Regular Customers,54730.0,51,405,13,31.153846153846153,0.03245534773729359,Meat Products,29.450000000000003,1.4725000000000001
833,Budget Browsers,38452.0,71,72,6,12.0,0.03786611505282419,Gold Products,0.6000000000000001,0.030000000000000006
6230,Budget Browsers,44421.0,55,189,9,21.0,0.4378387868082036,Sweet Products,0.44999999999999996,0.0225
7325,Budget Browsers,38197.0,40,40,4,10.0,0.07280730218118248,No strong recommendation,0.0,0.0
1307,Budget Browsers,41986.0,48,63,7,9.0,0.21922647735714898,No strong recommendation,0.0,0.0
1502,Budget Browsers,28427.0,43,52,5,10.4,0.14337791881565207,No strong recommendation,0.0,0.0
6211,Budget Browsers,37395.0,50,39,4,9.75,0.073974992592609,Wines,3.6999999999999993,0.18499999999999997
843,Family-Oriented Regular Customers,64722.0,55,805,21,38.333333333333336,0.016124448832373902,Wines,49.0,2.45
4174,Budget Browsers,55249.0,70,130,7,18.571428571428573,0.0078045677246735565,Sweet Products,1.0,0.05
9757,High-Value Loyalists,84906.0,54,1631,23,70.91304347826087,0.719693664720201,Meat Products,67.5,3.375
6918,Budget Browsers,28691.0,37,34,4,8.5,0.15371090917385355,Wines,6.25,0.3125
286,Budget Browsers,44213.0,74,152,8,19.0,0.15537237172853396,Fish Products,2.0,0.1
11086,Budget Browsers,25707.0,42,21,4,5.25,0.12251624903800612,Wines,8.8,0.44000000000000006
1921,Budget Browsers,59062.0,59,71,5,14.2,0.06176097782285735,Sweet Products,0.1,0.005000000000000001
4138,Family-Oriented Regular Customers,76624.0,64,899,22,40.86363636363637,0.0380413582281892,Meat Products,99.94999999999999,4.9975
7718,High-Value Loyalists,66000.0,79,711,9,79.0,0.08454574128301182,Meat Products,106.39999999999998,5.319999999999999
1291,Budget Browsers,27683.0,48,351,12,29.25,0.33896314027239144,No strong recommendation,0.0,0.0
6862,Budget Browsers,1730.0,55,8,0,0.0,0.37897163745258255,Wines,4.65,0.23250000000000004
4136,Budget Browsers,7500.0,34,119,7,17.0,0.23585682946062542,Wines,13.350000000000001,0.6675000000000001
803,Budget Browsers,40521.0,58,21,3,7.0,0.05408559994656429,Wines,1.6500000000000004,0.08250000000000002
4298,Budget Browsers,20427.0,53,10,3,3.3333333333333335,0.07899991641572114,Wines,3.8000000000000007,0.19000000000000006
10833,Family-Oriented Regular Customers,65106.0,51,973,24,40.541666666666664,0.053147297512069126,Wines,161.70000000000005,8.085000000000003
9606,High-Value Loyalists,69969.0,61,1536,12,128.0,0.9037309245878216,Meat Products,86.95000000000005,4.347500000000003
8534,Family-Oriented Regular Customers,67433.0,74,992,24,41.333333333333336,0.16922549001050072,Wines,339.04999999999995,16.952499999999997
5153,Family-Oriented Regular Customers,77766.0,59,1529,32,47.78125,0.22556045499161406,Meat Products,44.55000000000001,2.2275000000000005
961,Family-Oriented Regular Customers,74716.0,54,860,15,57.333333333333336,0.01008434691457182,Wines,213.3,10.665000000000001
5011,Family-Oriented Regular Customers,68118.0,63,928,21,44.19047619047619,0.09259142203307713,Wines,55.39999999999998,2.769999999999999
6653,Family-Oriented Regular Customers,55158.0,56,418,14,29.857142857142858,0.31383766688815995,Fruits,1.6,0.08000000000000002
9094,Family-Oriented Regular Customers,62972.0,71,587,14,41.92857142857143,0.2911525511483868,Meat Products,22.299999999999997,1.115
810,Family-Oriented Regular Customers,74190.0,51,641,17,37.705882352941174,0.008409917160415155,Meat Products,108.80000000000001,5.440000000000001
5493,Budget Browsers,39356.0,50,23,3,7.666666666666667,0.34693607727959624,Meat Products,2.55,0.1275
2147,High-Value Loyalists,76653.0,57,2279,22,103.5909090909091,0.5910420495095623,No strong recommendation,0.0,0.0
5107,Budget Browsers,35860.0,53,49,4,12.25,0.52465522247494,Wines,7.850000000000001,0.39250000000000007
3979,High-Value Loyalists,90687.0,43,1779,16,111.1875,0.6763956673569393,Fish Products,16.6,0.8300000000000001
6049,High-Value Loyalists,73450.0,44,1804,26,69.38461538461539,0.5114149302697639,Gold Products,0.6000000000000014,0.030000000000000072
8147,Budget Browsers,31454.0,66,48,5,9.6,0.2269657746850238,Fish Products,0.7,0.034999999999999996
1857,Budget Browsers,47139.0,74,83,5,16.6,0.397350954292498,Meat Products,4.350000000000001,0.21750000000000008
3910,High-Value Loyalists,83829.0,51,1862,17,109.52941176470588,0.9408163548499083,Gold Products,25.450000000000003,1.2725000000000002
5207,Family-Oriented Regular Customers,53378.0,63,793,19,41.73684210526316,0.5575962373496525,Wines,82.89999999999998,4.144999999999999
11114,Budget Browsers,19656.0,56,84,6,14.0,0.06774942100949441,Meat Products,13.399999999999999,0.6699999999999999
5429,Budget Browsers,45579.0,78,183,9,20.333333333333332,0.5019818029234897,Gold Products,4.7,0.23500000000000001
9400,High-Value Loyalists,85485.0,68,1383,18,76.83333333333333,0.04435673150588151,Wines,182.04999999999995,9.102499999999997
1740,High-Value Loyalists,55956.0,82,999,14,71.35714285714286,0.5461478798311667,Wines,172.70000000000005,8.635000000000003
7488,Family-Oriented Regular Customers,64191.0,63,825,21,39.285714285714285,0.3641518658658342,Meat Products,65.25,3.2625
195,Budget Browsers,38808.0,54,246,10,24.6,0.9615677641995137,No strong recommendation,0.0,0.0
635,Family-Oriented Regular Customers,57183.0,60,610,17,35.88235294117647,0.16051152623036422,Meat Products,5.450000000000003,0.27250000000000013
7527,Budget Browsers,23748.0,58,76,6,12.666666666666666,0.27820407081947185,Wines,4.25,0.21250000000000002
10319,Family-Oriented Regular Customers,66303.0,55,1286,18,71.44444444444444,0.467592598496486,Meat Products,9.150000000000006,0.4575000000000003
2296,Budget Browsers,37368.0,51,30,3,10.0,0.6494914757998774,Wines,3.5999999999999996,0.18
10637,Budget Browsers,40800.0,62,99,6,16.5,0.139227473434582,Fruits,5.75,0.28750000000000003
2931,High-Value Loyalists,71847.0,48,1192,22,54.18181818181818,0.7169005109995794,Meat Products,79.15,3.9575000000000005
907,Budget Browsers,46149.0,51,362,13,27.846153846153847,0.08438878578166689,Sweet Products,1.65,0.0825
3698,High-Value Loyalists,78687.0,43,2130,18,118.33333333333333,0.9629146765758839,No strong recommendation,0.0,0.0
9516,High-Value Loyalists,49118.0,55,1229,26,47.26923076923077,0.9582347020552845,Meat Products,45.0,2.25
679,Budget Browsers,37633.0,69,38,4,9.5,0.6994320119846054,Wines,6.850000000000001,0.3425000000000001
7384,Family-Oriented Regular Customers,39767.0,75,485,15,32.333333333333336,0.2307878653138304,Wines,92.25,4.6125
5043,Budget Browsers,26997.0,75,434,11,39.45454545454545,0.040747021007833985,Wines,241.8,12.090000000000002
5267,Budget Browsers,33986.0,56,44,4,11.0,0.4880891221957041,No strong recommendation,0.0,0.0
339,Family-Oriented Regular Customers,57091.0,54,496,16,31.0,0.4524859747068057,Meat Products,12.850000000000001,0.6425000000000001
2516,Budget Browsers,46831.0,57,78,5,15.6,0.02841954454256819,Meat Products,11.8,0.5900000000000001
9010,High-Value Loyalists,83151.0,54,2346,22,106.63636363636364,0.9708448149609376,Sweet Products,3.8500000000000014,0.1925000000000001
378,Family-Oriented Regular Customers,52531.0,55,794,19,41.78947368421053,0.0947667943469676,Meat Products,76.9,3.8450000000000006
4808,Budget Browsers,15759.0,70,17,3,5.666666666666667,0.36365626545486307,Wines,7.5,0.375
5068,Budget Browsers,22804.0,55,26,4,6.5,0.20234170998046105,No strong recommendation,0.0,0.0
7628,Budget Browsers,43050.0,53,76,6,12.666666666666666,0.09789946920629479,No strong recommendation,0.0,0.0
7128,Budget Browsers,42997.0,49,15,3,5.0,0.11081685876818212,Wines,6.15,0.30750000000000005
2811,Budget Browsers,48918.0,63,62,5,12.4,0.29610392787494827,Gold Products,1.4,0.06999999999999999
3551,Family-Oriented Regular Customers,60033.0,72,198,8,24.75,0.022924353380573546,Fruits,4.45,0.22250000000000003
1663,Budget Browsers,34043.0,48,49,4,12.25,0.056093124022905165,Sweet Products,0.4,0.020000000000000004
5543,Family-Oriented Regular Customers,57811.0,60,802,20,40.1,0.19950651245147935,Wines,253.60000000000002,12.680000000000001
1577,High-Value Loyalists,78569.0,80,1736,14,124.0,0.6172701435502511,No strong recommendation,0.0,0.0
10641,Budget Browsers,7500.0,48,57,6,9.5,0.8242501550778251,Wines,14.3,0.7150000000000001
5336,Family-Oriented Regular Customers,157733.0,55,59,2,29.5,0.03830787093252188,Sweet Products,0.1,0.005000000000000001
6024,High-Value Loyalists,94384.0,73,2302,18,127.88888888888889,0.9737660002352411,Fruits,5.399999999999999,0.26999999999999996
1878,Budget Browsers,23148.0,41,37,5,7.4,0.016384031224774595,Wines,1.75,0.08750000000000001
3099,Budget Browsers,44267.0,56,310,11,28.181818181818183,0.5082216865734368,Fish Products,1.75,0.08750000000000001
6055,High-Value Loyalists,71626.0,47,1305,18,72.5,0.5169895458724224,Fish Products,15.349999999999994,0.7674999999999997
5841,Family-Oriented Regular Customers,60894.0,60,832,21,39.61904761904762,0.04718411681396828,Wines,103.70000000000005,5.185000000000002
3972,Budget Browsers,50200.0,50,401,13,30.846153846153847,0.10590866332722018,No strong recommendation,0.0,0.0
4394,High-Value Loyalists,81051.0,61,1501,22,68.22727272727273,0.7740844209557656,Wines,50.09999999999991,2.5049999999999955
5758,High-Value Loyalists,65169.0,44,1189,27,44.03703703703704,0.9933757088200383,Meat Products,16.400000000000006,0.8200000000000003
6658,Family-Oriented Regular Customers,59868.0,54,1194,25,47.76,0.08569962696336263,Meat Products,69.05000000000001,3.4525000000000006
4603,Family-Oriented Regular Customers,65695.0,66,656,19,34.526315789473685,0.040833314585237944,Wines,90.69999999999999,4.534999999999999
8427,High-Value Loyalists,64857.0,70,1540,22,70.0,0.5913548580765184,Sweet Products,26.45,1.3225
10260,Budget Browsers,45143.0,61,311,12,25.916666666666668,0.05342173062568057,No strong recommendation,0.0,0.0
7143,Family-Oriented Regular Customers,74805.0,71,820,21,39.04761904761905,0.040442269299518774,Wines,123.35000000000002,6.167500000000001
8789,Budget Browsers,59060.0,37,274,11,24.90909090909091,0.01157097275396878,Wines,55.599999999999994,2.78
6197,Budget Browsers,27238.0,64,57,6,9.5,0.7477991728108809,Fish Products,0.6,0.03
4554,Family-Oriented Regular Customers,47009.0,61,448,13,34.46153846153846,0.008252127817503837,Gold Products,47.44999999999999,2.3724999999999996
4937,Budget Browsers,46094.0,53,44,4,11.0,0.017173473719321337,No strong recommendation,0.0,0.0
1920,Budget Browsers,40321.0,54,102,6,17.0,0.10090128770065453,Meat Products,2.3999999999999986,0.11999999999999994
8749,Budget Browsers,37235.0,42,61,4,15.25,0.018577885860088243,Meat Products,4.449999999999999,0.22249999999999998
1650,High-Value Loyalists,81843.0,66,1643,26,63.19230769230769,0.6555912984483202,Fish Products,26.0,1.3
10377,Family-Oriented Regular Customers,46692.0,68,397,12,33.083333333333336,0.12280894522429545,Wines,11.099999999999994,0.5549999999999997
9206,Family-Oriented Regular Customers,77382.0,58,1121,24,46.708333333333336,0.07312411358181044,Meat Products,68.05000000000001,3.4025000000000007
10971,Budget Browsers,37774.0,49,473,12,39.416666666666664,0.9587518057870685,Wines,69.25,3.4625000000000004
6398,Budget Browsers,18393.0,52,50,6,8.333333333333334,0.07430181771729852,Wines,5.4,0.27
9212,Family-Oriented Regular Customers,72828.0,64,1678,22,76.27272727272727,0.47498430178807804,Fruits,11.6,0.58
7937,Budget Browsers,24711.0,44,58,6,9.666666666666666,0.014206429787263932,No strong recommendation,0.0,0.0
839,Budget Browsers,45503.0,51,170,8,21.25,0.14358661903477413,No strong recommendation,0.0,0.0
4246,Budget Browsers,6560.0,44,373,2,186.5,0.8778796097284173,Wines,163.4,8.17
158,High-Value Loyalists,71604.0,81,1196,16,74.75,0.8939842273437958,Wines,186.39999999999998,9.319999999999999
4832,Budget Browsers,27244.0,47,101,6,16.833333333333332,0.018164136149523166,Wines,19.8,0.9900000000000001
5621,Budget Browsers,48752.0,57,316,12,26.333333333333332,0.6945665614744052,Wines,66.55000000000001,3.3275000000000006
1945,Family-Oriented Regular Customers,71434.0,64,1400,18,77.77777777777777,0.8241196948685924,Meat Products,75.69999999999999,3.7849999999999997
5147,High-Value Loyalists,90842.0,78,1424,26,54.76923076923077,0.25409655320948715,Meat Products,94.15,4.7075000000000005
2535,Family-Oriented Regular Customers,88097.0,48,844,19,44.421052631578945,0.9917705887316101,Wines,173.60000000000002,8.680000000000001
11039,Budget Browsers,51948.0,51,311,11,28.272727272727273,0.07279920738625356,Meat Products,36.150000000000006,1.8075000000000003
9495,High-Value Loyalists,71853.0,44,1149,16,71.8125,0.3393763599294895,Wines,123.0,6.15
9635,Budget Browsers,35876.0,43,129,7,18.428571428571427,0.14114968795934402,No strong recommendation,0.0,0.0
2173,Budget Browsers,40049.0,74,32,4,8.0,0.4451287998945421,Meat Products,1.9499999999999993,0.09749999999999998
942,Budget Browsers,39660.0,44,299,11,27.181818181818183,0.8128559623261468,No strong recommendation,0.0,0.0
9386,Family-Oriented Regular Customers,50127.0,64,320,12,26.666666666666668,0.015430646315849473,Meat Products,12.350000000000001,0.6175000000000002
5510,Budget Browsers,43263.0,49,441,13,33.92307692307692,0.6872679042596415,Wines,15.0,0.75
873,Family-Oriented Regular Customers,62845.0,77,1178,17,69.29411764705883,0.9260103570605972,Meat Products,43.5,2.1750000000000003
2253,Budget Browsers,18929.0,36,85,5,17.0,0.517952183087873,Meat Products,6.4,0.32000000000000006
5181,Budget Browsers,24367.0,44,24,3,8.0,0.17905977886275062,Wines,9.25,0.4625
979,Budget Browsers,33249.0,51,112,6,18.666666666666668,0.7294439671063038,Wines,10.649999999999999,0.5325
10390,Budget Browsers,26887.0,67,30,4,7.5,0.35323953678729,Meat Products,4.699999999999999,0.235
4698,Budget Browsers,50150.0,43,410,14,29.285714285714285,0.3464737791495493,Meat Products,39.30000000000001,1.9650000000000007
7793,Family-Oriented Regular Customers,62061.0,50,800,21,38.095238095238095,0.40923708208377696,Wines,266.25,13.3125
1745,High-Value Loyalists,85696.0,64,1313,19,69.10526315789474,0.31863801342790155,Meat Products,67.05000000000001,3.352500000000001
10590,High-Value Loyalists,76542.0,70,1483,22,67.4090909090909,0.17821137615598087,Meat Products,96.29999999999995,4.814999999999998
5080,High-Value Loyalists,70515.0,33,1258,16,78.625,0.6073135605040468,Fruits,24.45,1.2225000000000001
8369,Budget Browsers,18227.0,39,28,3,9.333333333333334,0.6193373018632601,Wines,3.4000000000000004,0.17000000000000004
5232,Family-Oriented Regular Customers,69139.0,61,227,10,22.7,0.043689653084901886,Gold Products,0.25,0.0125
2407,High-Value Loyalists,69109.0,44,1555,19,81.84210526315789,0.9583012830941128,Wines,97.35000000000002,4.8675000000000015
3834,Family-Oriented Regular Customers,69627.0,64,861,21,41.0,0.29276906456837615,Meat Products,93.94999999999999,4.6975
7912,Budget Browsers,38136.0,48,103,6,17.166666666666668,0.403246049980557,Wines,9.2,0.45999999999999996
7712,Family-Oriented Regular Customers,62159.0,80,634,18,35.22222222222222,0.038927878074160246,Meat Products,137.2,6.859999999999999
1065,High-Value Loyalists,80695.0,63,1918,18,106.55555555555556,0.11246213473035671,Gold Products,16.049999999999997,0.8024999999999999
7275,Budget Browsers,33316.0,55,131,7,18.714285714285715,0.33506709033909665,No strong recommendation,0.0,0.0
1343,Family-Oriented Regular Customers,58554.0,58,586,16,36.625,0.1808237318317879,Gold Products,34.5,1.725
1384,Budget Browsers,17256.0,34,62,5,12.4,0.33560498965544383,Wines,10.05,0.5025000000000001
9967,Budget Browsers,53034.0,52,447,14,31.928571428571427,0.4949325416421288,No strong recommendation,0.0,0.0
6181,Family-Oriented Regular Customers,52203.0,76,939,26,36.11538461538461,0.2657465546013489,Meat Products,60.89999999999998,3.044999999999999
10507,Family-Oriented Regular Customers,59601.0,49,797,11,72.45454545454545,0.7505610470867489,Meat Products,12.849999999999994,0.6424999999999997
2674,Family-Oriented Regular Customers,75154.0,68,1143,15,76.2,0.2194921807714884,Meat Products,86.64999999999998,4.332499999999999
2698,Budget Browsers,47025.0,50,415,14,29.642857142857142,0.1472592046124677,Sweet Products,2.0,0.1
3231,Budget Browsers,37971.0,53,30,4,7.5,0.02169412810277997,Wines,5.25,0.2625
4096,Budget Browsers,41335.0,58,187,9,20.77777777777778,0.3364025465148456,Meat Products,0.8500000000000014,0.04250000000000007
10476,Family-Oriented Regular Customers,67267.0,68,251,10,25.1,0.042909798261604015,No strong recommendation,0.0,0.0
5948,Budget Browsers,57338.0,51,237,10,23.7,0.014106124172893178,No strong recommendation,0.0,0.0
9140,Budget Browsers,50523.0,66,91,6,15.166666666666666,0.010299353627097088,Gold Products,0.55,0.027500000000000004
10258,Budget Browsers,35791.0,61,35,4,8.75,0.16015658830932847,Meat Products,1.0499999999999998,0.05249999999999999
5675,Family-Oriented Regular Customers,50611.0,66,493,16,30.8125,0.5631086594226938,Meat Products,12.850000000000001,0.6425000000000001
4743,Family-Oriented Regular Customers,56242.0,57,971,23,42.21739130434783,0.13189117788792157,Wines,169.0,8.450000000000001
8805,Budget Browsers,48904.0,66,371,13,28.53846153846154,0.8678044702723502,Fish Products,2.75,0.1375
1542,Family-Oriented Regular Customers,56243.0,51,396,14,28.285714285714285,0.1203085168013295,Wines,17.399999999999977,0.8699999999999989
6770,Budget Browsers,21355.0,41,68,5,13.6,0.7259420526773271,Wines,16.0,0.8
8773,Budget Browsers,57420.0,55,322,12,26.833333333333332,0.6424353646902405,Meat Products,26.700000000000003,1.3350000000000002
10475,Budget Browsers,51381.5,56,317,12,26.416666666666668,0.20670556011753008,No strong recommendation,0.0,0.0
10420,Budget Browsers,46390.0,71,222,9,24.666666666666668,0.08500975323885174,No strong recommendation,0.0,0.0
7514,Budget Browsers,54342.0,70,177,8,22.125,0.036728429254501274,No strong recommendation,0.0,0.0
2902,Budget Browsers,51381.5,68,45,4,11.25,0.1101763026069255,No strong recommendation,0.0,0.0
4345,Budget Browsers,51381.5,62,21,3,7.0,0.11960526755149002,Wines,3.5999999999999996,0.18
793,Budget Browsers,20895.0,53,45,5,9.0,0.6968908360626359,Sweet Products,0.4,0.020000000000000004
10909,High-Value Loyalists,92344.0,78,1899,20,94.95,0.8996500090305353,Fish Products,21.049999999999997,1.0525
3769,Budget Browsers,51381.5,54,42,4,10.5,0.24154836322464115,Sweet Products,0.1,0.005000000000000001
8702,Budget Browsers,26907.0,50,22,4,5.5,0.2680320294987384,Fish Products,0.85,0.0425
4791,Budget Browsers,44964.0,46,41,4,10.25,0.41495721050569717,Sweet Products,0.25,0.0125
2963,High-Value Loyalists,75507.0,47,1440,20,72.0,0.05141532517337058,Meat Products,116.75,5.8375
8216,Budget Browsers,53761.0,54,325,11,29.545454545454547,0.2694566126205676,Fruits,4.4,0.22000000000000003
8140,Budget Browsers,22682.0,53,95,7,13.571428571428571,0.05682161322748712,Wines,21.25,1.0625
10146,Budget Browsers,38887.0,54,42,4,10.5,0.25355572361312523,Sweet Products,0.1,0.005000000000000001
5289,Budget Browsers,41658.0,51,72,4,18.0,0.5593665269415452,Wines,16.0,0.8
2587,Budget Browsers,29791.0,54,20,5,4.0,0.15817125014272473,Gold Products,0.7,0.034999999999999996
4405,Family-Oriented Regular Customers,63915.0,70,789,21,37.57142857142857,0.24093873554641682,Wines,39.14999999999998,1.957499999999999
8663,Budget Browsers,39996.0,52,15,3,5.0,0.0240242996900078,Meat Products,0.5,0.025
2589,Budget Browsers,26759.0,54,59,6,9.833333333333334,0.07442094624833778,No strong recommendation,0.0,0.0
3421,Family-Oriented Regular Customers,63841.0,58,908,21,43.23809523809524,0.1609835978158743,Wines,82.35000000000002,4.1175000000000015
10490,Budget Browsers,51039.0,57,417,12,34.75,0.7873966983103785,Wines,105.30000000000001,5.265000000000001
4094,Family-Oriented Regular Customers,60544.0,65,289,11,26.272727272727273,0.06940238492315061,No strong recommendation,0.0,0.0
9958,Family-Oriented Regular Customers,65685.0,54,769,20,38.45,0.014405928236941014,Meat Products,32.7,1.6350000000000002
2534,Budget Browsers,37716.0,73,188,8,23.5,0.1712142395907061,Fruits,1.0,0.05
4188,Budget Browsers,36864.0,69,354,11,32.18181818181818,0.6832157868774317,Meat Products,15.5,0.775
6613,Family-Oriented Regular Customers,44511.0,56,727,20,36.35,0.3932914982650247,Wines,142.54999999999995,7.127499999999998
10827,Budget Browsers,36947.0,59,146,7,20.857142857142858,0.7334464810124117,Sweet Products,0.5,0.025
5491,Family-Oriented Regular Customers,47352.0,75,319,12,26.583333333333332,0.0633946049920009,Sweet Products,2.65,0.1325
8402,Family-Oriented Regular Customers,67087.0,73,794,20,39.7,0.03884810893266207,Meat Products,80.14999999999998,4.007499999999999
8783,Family-Oriented Regular Customers,57045.0,76,454,15,30.266666666666666,0.20377351691096093,No strong recommendation,0.0,0.0
10010,Budget Browsers,36957.0,73,152,7,21.714285714285715,0.8747165706108021,Meat Products,6.050000000000001,0.30250000000000005
618,Family-Oriented Regular Customers,69389.0,49,797,21,37.95238095238095,0.5684439652008767,Wines,163.89999999999998,8.194999999999999
9121,High-Value Loyalists,80134.0,54,1690,14,120.71428571428571,0.9899255002752229,Meat Products,24.55000000000001,1.2275000000000007
361,Budget Browsers,43142.0,57,20,3,6.666666666666667,0.023051228366872685,Wines,4.300000000000001,0.21500000000000005
4310,High-Value Loyalists,80589.0,82,1428,20,71.4,0.4850604987693138,Gold Products,20.75,1.0375
2678,Budget Browsers,34412.0,36,209,8,26.125,0.43975137472835113,Fish Products,7.199999999999999,0.36
6376,Family-Oriented Regular Customers,57537.0,47,545,15,36.333333333333336,0.04691576328504946,Gold Products,51.80000000000001,2.5900000000000007
524,Budget Browsers,22634.0,60,96,5,19.2,0.10813653161749105,Meat Products,15.3,0.7650000000000001
10341,Family-Oriented Regular Customers,51315.0,78,222,9,24.666666666666668,0.01319367337690847,No strong recommendation,0.0,0.0
5654,Budget Browsers,36026.0,54,61,5,12.2,0.0703603851868478,No strong recommendation,0.0,0.0
4098,Budget Browsers,24639.0,53,44,6,7.333333333333333,0.21909782016285145,Fish Products,1.3,0.065
5824,Budget Browsers,34578.0,54,8,3,2.6666666666666665,0.29203539788815186,Wines,3.8499999999999996,0.1925
7000,High-Value Loyalists,65704.0,54,817,22,37.13636363636363,0.37484657276870675,Meat Products,125.94999999999999,6.297499999999999
2561,Family-Oriented Regular Customers,63810.0,60,1371,19,72.15789473684211,0.8447887547311599,Wines,23.850000000000023,1.1925000000000012
5229,Budget Browsers,54132.0,57,42,4,10.5,0.0376735145258679,Sweet Products,0.05,0.0025000000000000005
4086,Budget Browsers,18690.0,67,60,4,15.0,0.19296929871064564,Meat Products,5.800000000000001,0.29000000000000004
2428,Budget Browsers,28164.0,56,78,6,13.0,0.3788160142362064,Wines,10.2,0.51
8254,Budget Browsers,34596.0,52,23,3,7.666666666666667,0.451088542532785,Wines,4.850000000000001,0.24250000000000008
2836,Budget Browsers,43269.0,54,19,3,6.333333333333333,0.1950958878201959,No strong recommendation,0.0,0.0
8418,Budget Browsers,38741.0,68,61,5,12.2,0.06253599884752002,Wines,0.34999999999999964,0.017499999999999984
1362,Budget Browsers,31907.0,54,449,13,34.53846153846154,0.2587358152850283,Wines,191.65,9.582500000000001
7152,Budget Browsers,27100.0,43,37,4,9.25,0.1843385948064615,Wines,5.300000000000001,0.26500000000000007
10033,Budget Browsers,31163.0,53,38,4,9.5,0.08177602277147183,Wines,4.4,0.22000000000000003
9349,High-Value Loyalists,92533.0,41,1131,22,51.40909090909091,0.3682664778593266,Meat Products,84.94999999999999,4.2475
274,Budget Browsers,34853.0,53,34,5,6.8,0.06678102700452693,No strong recommendation,0.0,0.0
3388,Family-Oriented Regular Customers,70844.0,59,294,12,24.5,0.2410420641182748,Meat Products,30.450000000000003,1.5225000000000002
922,Budget Browsers,31086.0,47,48,4,12.0,0.26916531977636426,Wines,7.649999999999999,0.38249999999999995
8588,Family-Oriented Regular Customers,60544.0,65,289,11,26.272727272727273,0.06940238492315061,No strong recommendation,0.0,0.0
2518,Budget Browsers,20491.0,40,30,3,10.0,0.468549591633174,Meat Products,2.5,0.125
574,Budget Browsers,42523.0,62,125,6,20.833333333333332,0.004317439478452576,Wines,17.6,0.8800000000000001
3220,Budget Browsers,39922.0,43,156,7,22.285714285714285,0.43529629265333647,Sweet Products,2.6,0.13
5967,Budget Browsers,33402.0,74,70,6,11.666666666666666,0.10220844227118345,No strong recommendation,0.0,0.0
1183,Budget Browsers,36408.0,77,22,3,7.333333333333333,0.3324454119540675,Meat Products,1.3499999999999996,0.06749999999999999
6856,Budget Browsers,21645.0,47,65,6,10.833333333333334,0.2804088629589861,Wines,12.05,0.6025
4530,High-Value Loyalists,78427.0,78,1930,20,96.5,0.9773862528446234,Sweet Products,18.25,0.9125000000000001
1553,High-Value Loyalists,82657.0,80,2283,22,103.77272727272727,0.756326762165723,No strong recommendation,0.0,0.0
4682,Family-Oriented Regular Customers,51876.0,68,310,12,25.833333333333332,0.005797062090361123,Wines,10.150000000000006,0.5075000000000003
8204,High-Value Loyalists,78041.0,55,1319,17,77.58823529411765,0.1180605931285697,Gold Products,23.549999999999997,1.1775
5221,Family-Oriented Regular Customers,52852.0,69,879,22,39.95454545454545,0.22855789417135605,Wines,183.85000000000002,9.1925
1232,High-Value Loyalists,70038.0,44,1244,16,77.75,0.22384022898766348,Wines,173.35000000000002,8.667500000000002
1927,Family-Oriented Regular Customers,69401.0,53,690,13,53.07692307692308,0.01028243120859972,Wines,292.15,14.6075
5788,Budget Browsers,46053.0,54,209,9,23.22222222222222,0.1783330375801033,No strong recommendation,0.0,0.0
6652,High-Value Loyalists,77343.0,61,1134,16,70.875,0.08674252887289627,Wines,160.7,8.035
6246,High-Value Loyalists,73892.0,73,1507,22,68.5,0.3151839368160627,Wines,91.29999999999995,4.564999999999998
5975,Budget Browsers,40304.0,59,57,5,11.4,0.18786120213189914,Fish Products,0.6,0.03
6875,Budget Browsers,32727.0,61,529,15,35.266666666666666,0.7265644522820403,Meat Products,76.89999999999998,3.844999999999999
4399,High-Value Loyalists,68695.0,57,1091,15,72.73333333333333,0.17028142281679845,Meat Products,138.89999999999998,6.944999999999999
4042,Budget Browsers,43300.0,55,180,8,22.5,0.32075552327409024,Sweet Products,0.8999999999999999,0.045
2157,Budget Browsers,26290.0,54,77,6,12.833333333333334,0.23207227191980362,No strong recommendation,0.0,0.0
